"batch_file","row_in_batch","key","pubmed_id","doi","title","year","journal","A_decision","A_confidence","A_labels","B_decision","B_confidence","B_labels","comparison_status","conflict_priority","provisional_decision","human_review_needed"
"reviewer_A_batch_01_rows_0001-0250.csv","17","rayyan-550686137","40365710","10.1161/CIRCHEARTFAILURE.124.012667","Detection of Hypertrophic Cardiomyopathy on Electrocardiogram Using Artificial Intelligence.","2025","Circulation. Heart failure","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","18","rayyan-550686138","39445588","10.1097/HJH.0000000000003885","Revolutionizing LVH detection using artificial intelligence: the AI heartbeat project.","2025","Journal of hypertension","include","0.95","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","19","rayyan-550686139","40533163","10.1253/circj.CJ-25-0098","Deep Learning for Cardiac Overload Estimation　- Predicting B-Type Natriuretic Peptide (BNP) Levels From Heart Sounds and Electrocardiogram.","2025","Circulation journal : official journal of the Japanese Circulation Society","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","20","rayyan-550686140","34656479","10.1016/j.jcmg.2021.09.004","Pushing the Limits of the ECG: Can We Assess Biventricular Function Without Imaging?","2022","JACC. Cardiovascular imaging","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","21","rayyan-550686141","40139886","10.1016/j.jacc.2025.01.030","Ensemble Deep Learning Algorithm for Structural Heart Disease Screening Using Electrocardiographic Images: PRESENT SHD.","2025","Journal of the American College of Cardiology","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;Valvular;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;Valvular;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","22","rayyan-550686142","31525078","10.1161/CIRCOUTCOMES.118.005289","Automated and Interpretable Patient ECG Profiles for Disease Detection, Tracking, and Discovery.","2019","Circulation. Cardiovascular quality and outcomes","include","0.95","AI-ECG;Structural-heart-disease;LVH-HCM;Valvular;DTA-data","include","1","AI-ECG;Structural-heart-disease;LVH-HCM;Valvular;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","23","rayyan-550686143","36781924","10.1038/s41598-023-28325-5","Left ventricular hypertrophy detection using electrocardiographic signal.","2023","Scientific reports","include","0.95","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","27","rayyan-550686147","39147002","10.1016/j.tcm.2024.08.002","Artificial intelligence-driven electrocardiography: Innovations in hypertrophic cardiomyopathy management.","2025","Trends in cardiovascular medicine","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","28","rayyan-550686148","40251349","10.1038/s41598-025-97113-0","AI analysis for ejection fraction estimation from 12-lead ECG.","2025","Scientific reports","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","29","rayyan-550686149","40100197","10.1016/j.jacep.2025.02.024","Real-World Artificial Intelligence-Based Electrocardiographic Analysis to Diagnose Hypertrophic Cardiomyopathy.","2025","JACC. Clinical electrophysiology","include","0.95","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","30","rayyan-550686150","37863197","10.1016/j.ajogmf.2023.101184","Electrocardiogram-based deep learning model to screen peripartum cardiomyopathy.","2023","American journal of obstetrics & gynecology MFM","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","32","rayyan-550686152","39221857","10.1161/CIRCOUTCOMES.124.011504","Artificial Intelligence-Enhanced Risk Stratification of Cancer Therapeutics-Related Cardiac Dysfunction Using Electrocardiographic Images.","2025","Circulation. Cardiovascular quality and outcomes","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","33","rayyan-550686153","40300816","10.1370/afm.230627","Artificial Intelligence Tools for Preconception Cardiomyopathy Screening Among Women of Reproductive Age.","2025","Annals of family medicine","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","34","rayyan-550686154","40446954","10.1016/j.jtcvs.2025.05.015","Artificial intelligence-enhanced electrocardiogram diastolic function grade predicts post-septal myectomy mortality in hypertrophic cardiomyopathy.","2025","The Journal of thoracic and cardiovascular surgery","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;Valvular;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;Valvular;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","35","rayyan-550686155","36706977","10.1016/j.cardfail.2022.12.016","Electrocardiogram Detection of Pulmonary Hypertension Using Deep Learning.","2023","Journal of cardiac failure","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","37","rayyan-550686157","39438148","10.3121/cmr.2024.1934","Diagnostic Accuracy of AI Algorithms in Aortic Stenosis Screening: A Systematic Review and Meta-Analysis.","2024","Clinical medicine & research","include","0.95","AI-ECG;Structural-heart-disease;Valvular;DTA-data","include","1","AI-ECG;Structural-heart-disease;Valvular;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","38","rayyan-550686158","41336555","10.1109/EMBC58623.2025.11253377","AI-Enhanced Pulmonary Auscultation for Heart Failure Detection.","2025","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","39","rayyan-550686159","33507615","10.1111/jch.14200","Detection of abnormal left ventricular geometry in patients without cardiovascular disease through machine learning: An ECG-based approach.","2021","Journal of clinical hypertension (Greenwich, Conn.)","include","0.95","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","40","rayyan-550686160","40407114","10.1097/HJH.0000000000004034","Diagnostic and prognostic value of ECG-predicted hypertension-mediated left ventricular hypertrophy using machine learning.","2025","Journal of hypertension","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","45","rayyan-550686165","40527225","10.1016/j.jelectrocard.2025.154048","Left ventricular systolic dysfunction screening in muscular dystrophies using deep learning-based electrocardiogram interpretation.","2025","Journal of electrocardiology","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","47","rayyan-550686167","39387652","10.1093/eurheartj/ehae651","Electrocardiogram-based deep learning to predict mortality in paediatric and adult congenital heart disease.","2025","European heart journal","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","48","rayyan-550686168","38225576","10.1186/s12911-024-02415-4","Heart failure classification using deep learning to extract spatiotemporal features from ECG.","2024","BMC medical informatics and decision making","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","49","rayyan-550686169","39540287","10.1161/CIRCOUTCOMES.123.010602","Prognostic Significance and Associations of Neural Network-Derived Electrocardiographic Features.","2024","Circulation. Cardiovascular quality and outcomes","include","1","AI-ECG;Structural-heart-disease;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","53","rayyan-550686173","36641988","10.1016/j.jelectrocard.2022.12.001","Machine learning models of 6-lead ECGs for the interpretation of left ventricular hypertrophy (LVH).","2023","Journal of electrocardiology","include","0.95","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","55","rayyan-550686175","32146201","10.1016/j.jelectrocard.2020.02.008","Artificial intelligence for detecting mitral regurgitation using electrocardiography.","2020","Journal of electrocardiology","include","1","AI-ECG;Structural-heart-disease;Valvular;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Valvular;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","59","rayyan-550686179","38314583","10.1161/CIRCULATIONAHA.123.067750","Pediatric ECG-Based Deep Learning to Predict Left Ventricular Dysfunction and Remodeling.","2024","Circulation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","61","rayyan-550686181","40815543","10.1002/ejhf.3780","Clustering in dilated cardiomyopathy at initial evaluation: An effective tool for clinical stratification.","2025","European journal of heart failure","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","63","rayyan-550686183","36471089","10.1038/s41598-022-25284-1","A fully-automated paper ECG digitisation algorithm using deep learning.","2022","Scientific reports","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","67","rayyan-550686187","41025252","10.1161/CIRCEP.125.013734","Prediction of Atrial Fibrillation From the ECG in the Community Using Deep Learning: A Multinational Study.","2025","Circulation. Arrhythmia and electrophysiology","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","68","rayyan-550686188","35122911","10.1016/j.ijcard.2022.01.064","An artificial intelligence electrocardiogram analysis for detecting cardiomyopathy in the peripartum period.","2022","International journal of cardiology","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","69","rayyan-550686189","40259136","10.1007/s10916-025-02177-0","Development of an Artificial Intelligence-Enabled Electrocardiography to Detect 23 Cardiac Arrhythmias and Predict Cardiovascular Outcomes.","2025","Journal of medical systems","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","70","rayyan-550686190","38390798","10.1161/JAHA.123.031859","Predictive Value of Artificial Intelligence-Enabled Electrocardiography in Patients With Takotsubo Cardiomyopathy.","2024","Journal of the American Heart Association","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","72","rayyan-550686192","37399207","10.1371/journal.pntd.0011118","Screening for Chagas disease from the electrocardiogram using a deep neural network.","2023","PLoS neglected tropical diseases","include","1","AI-ECG;Structural-heart-disease;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","73","rayyan-550686193","33748852","10.1093/eurheartj/ehab153","Electrocardiogram screening for aortic valve stenosis using artificial intelligence.","2021","European heart journal","include","0.95","AI-ECG;Structural-heart-disease;Valvular;DTA-data","include","1","AI-ECG;Structural-heart-disease;Valvular;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","79","rayyan-550686199","37022601","10.1007/s10620-023-07928-y","Utility of an Artificial Intelligence Enabled Electrocardiogram for Risk Assessment in Liver Transplant Candidates.","2023","Digestive diseases and sciences","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","84","rayyan-550686204","37467172","10.1080/07853890.2023.2235564","Deep learning-derived 12-lead electrocardiogram-based genotype prediction for hypertrophic cardiomyopathy: a pilot study.","2023","Annals of medicine","include","0.95","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","85","rayyan-550686205","38553520","10.1007/s00380-024-02367-9","Evaluating convolutional neural network-enhanced electrocardiography for hypertrophic cardiomyopathy detection in a specialized cardiovascular setting.","2024","Heart and vessels","include","0.95","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","86","rayyan-550686206","37285819","10.1088/2057-1976/acdc2a","Classification of electrocardiogram signals using deep learning based on genetic algorithm feature extraction.","2023","Biomedical physics & engineering express","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","87","rayyan-550686207","32200712","10.1161/JAHA.119.014717","Deep Learning-Based Algorithm for Detecting Aortic Stenosis Using Electrocardiography.","2020","Journal of the American Heart Association","include","1","AI-ECG;Structural-heart-disease;Valvular;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Valvular;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","88","rayyan-550686208","37851434","10.1001/jamacardio.2023.3701","Deep Learning of Electrocardiograms in Sinus Rhythm From US Veterans to Predict Atrial Fibrillation.","2023","JAMA cardiology","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","92","rayyan-550686212","35926935","10.1016/j.jacc.2022.05.029","Deep Learning Electrocardiographic Analysis for Detection of Left-Sided Valvular Heart Disease.","2022","Journal of the American College of Cardiology","include","1","AI-ECG;Structural-heart-disease;Valvular;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Valvular;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","94","rayyan-550686214","40579382","10.1111/anec.70097","Predictive Modeling of Heart Failure Outcomes Using ECG Monitoring Indicators and Machine Learning.","2025","Annals of noninvasive electrocardiology : the official journal of the           International Society for Holter and Noninvasive Electrocardiology, Inc","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","95","rayyan-550686215","33907875","10.1007/s00246-021-02622-0","Diagnosing Atrial Septal Defect from Electrocardiogram with Deep Learning.","2021","Pediatric cardiology","include","0.95","AI-ECG;Structural-heart-disease;DTA-data","include","1","AI-ECG;Structural-heart-disease;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","97","rayyan-550686217","30060039","10.1093/eurheartj/ehy404","Clinical applications of machine learning in cardiovascular disease and its relevance to cardiac imaging.","2019","European heart journal","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","100","rayyan-550686220","37289800","10.1371/journal.pone.0286916","CoAt-Mixer: Self-attention deep learning framework for left ventricular hypertrophy using electrocardiography.","2023","PloS one","include","0.95","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","103","rayyan-550686223","39266002","10.17849/insm-51-2-64-76.1","Unlocking Hidden Risks: Harnessing Artificial Intelligence (AI) to Detect Subclinical Conditions from an Electrocardiogram (ECG).","2024","Journal of insurance medicine (New York, N.Y.)","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;Valvular;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;Valvular;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","105","rayyan-550686225","40164487","10.1136/openhrt-2025-003185","Integrating deep learning with ECG, heart rate variability and demographic data for improved detection of atrial fibrillation.","2025","Open heart","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","106","rayyan-550686226","40216258","10.1016/j.slast.2025.100286","AI driven cardiovascular risk prediction using NLP and Large Language Models for personalized medicine in athletes.","2025","SLAS technology","include","0.95","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","107","rayyan-550686227","35371280","10.1155/2022/6491084","Deep Learning-Based Electrocardiograph in Evaluating Radiofrequency Ablation for Rapid Arrhythmia.","2022","Computational and mathematical methods in medicine","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","110","rayyan-550686230","39168568","10.1016/j.jacc.2024.05.062","Deep Learning-Based Electrocardiogram Analysis Predicts Biventricular Dysfunction and Dilation in Congenital Heart Disease.","2024","Journal of the American College of Cardiology","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","112","rayyan-550686232","41028011","10.1038/s41598-025-09282-7","Explainable artificial intelligence identifies and localizes left ventricular scar in hypertrophic cardiomyopathy using 12-Lead electrocardiogram.","2025","Scientific reports","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","113","rayyan-550686233","37858107","10.1186/s12911-023-02326-w","Cardiac arrhythmia detection using deep learning approach and time frequency representation of ECG signals.","2023","BMC medical informatics and decision making","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","114","rayyan-550686234","39847993","10.1016/j.cmpb.2025.108606","Multiscale feature enhanced gating network for atrial fibrillation detection.","2025","Computer methods and programs in biomedicine","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","115","rayyan-550686235","37982681","10.1515/cclm-2023-0743","Deep learning-based NT-proBNP prediction from the ECG for risk assessment in the community.","2024","Clinical chemistry and laboratory medicine","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","116","rayyan-550686236","34521892","10.1038/s41598-021-97308-1","ECG data dependency for atrial fibrillation detection based on residual networks.","2021","Scientific reports","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","117","rayyan-550686237","32819467","10.1016/j.jacc.2020.06.061","Machine Learning Assessment of Left Ventricular Diastolic Function Based on Electrocardiographic Features.","2020","Journal of the American College of Cardiology","include","0.95","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","118","rayyan-550686238","38987652","10.1038/s41598-024-66247-y","Diagnostic accuracy of artificial intelligence in detecting left ventricular hypertrophy by electrocardiograph: a systematic review and meta-analysis.","2024","Scientific reports","include","0.95","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","include","1","AI-ECG;Structural-heart-disease;LVH-HCM;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","119","rayyan-550686239","35995814","10.1038/s41598-022-18293-7","A lightweight hybrid deep learning system for cardiac valvular disease classification.","2022","Scientific reports","include","0.95","AI-ECG;Structural-heart-disease;Valvular;DTA-data","include","1","AI-ECG;Structural-heart-disease;Valvular;DTA-data","agreement","none","include","no"
"reviewer_A_batch_01_rows_0001-0250.csv","121","rayyan-550686241","38447673","10.1016/j.ajogmf.2024.101337","Development and validation of an electrocardiographic artificial intelligence model for detection of peripartum cardiomyopathy.","2024","American journal of obstetrics & gynecology MFM","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","include","1","AI-ECG;Structural-heart-disease;Reduced-EF;DTA-data;External-validation","agreement","none","include","no"
